Date,name of the week,Weekday/Weekend,Year,CompletedTrips,MaxTemp,MinTemp
1/17/16,Sunday,Weekend,2016,687,7,-0.9
1/10/16,Sunday,Weekend,2016,940,21.9,1.9
1/3/16,Sunday,Weekend,2016,"1,269",28.9,23
12/30/16,Friday,Weekday,2016,"2,651",37.9,24.1
12/23/16,Friday,Weekday,2016,"2,160",35.1,27
12/16/16,Friday,Weekday,2016,"2,397",19.9,8.1
12/9/16,Friday,Weekday,2016,"4,375",25,18
12/2/16,Friday,Weekday,2016,"6,401",39.9,34
11/25/16,Friday,Weekday,2016,"2,249",41,32
11/18/16,Friday,Weekday,2016,"7,002",64.9,39
11/11/16,Friday,Weekday,2016,"7,317",50,37.9
11/4/16,Friday,Weekday,2016,"10,753",63,43
10/28/16,Friday,Weekday,2016,"10,265",64,39
10/21/16,Friday,Weekday,2016,"8,451",52,41
10/14/16,Friday,Weekday,2016,"10,712",66,39
10/7/16,Friday,Weekday,2016,"11,827",69.1,46.9
9/30/16,Friday,Weekday,2016,"8,810",64,60.1
9/23/16,Friday,Weekday,2016,"12,110",73,68
9/16/16,Friday,Weekday,2016,"12,284",82,66
9/9/16,Friday,Weekday,2016,"11,192",80.1,64
9/2/16,Friday,Weekday,2016,"12,093",73.9,62.1
8/26/16,Friday,Weekday,2016,"12,761",80.1,66
8/19/16,Friday,Weekday,2016,"11,499",82.9,68
8/12/16,Friday,Weekday,2016,"7,699",84,73.9
8/5/16,Friday,Weekday,2016,"12,131",86,73
7/29/16,Friday,Weekday,2016,"11,038",79,70
7/22/16,Friday,Weekday,2016,"11,809",90,72
7/15/16,Friday,Weekday,2016,"12,015",73.9,61
7/8/16,Friday,Weekday,2016,"12,888",84.9,69.1
7/1/16,Friday,Weekday,2016,"12,171",71.1,59
6/24/16,Friday,Weekday,2016,"12,974",81,62.1
6/17/16,Friday,Weekday,2016,"13,333",84.9,61
6/10/16,Friday,Weekday,2016,"12,484",90,63
6/3/16,Friday,Weekday,2016,"12,888",82.9,55.9
5/27/16,Friday,Weekday,2016,"9,298",81,66
5/20/16,Friday,Weekday,2016,"9,781",68,45
5/13/16,Friday,Weekday,2016,"8,510",66,48
5/6/16,Friday,Weekday,2016,"10,545",82,44.1
4/29/16,Friday,Weekday,2016,"6,806",50,42.1
4/22/16,Friday,Weekday,2016,"6,081",54,42.1
4/15/16,Friday,Weekday,2016,"8,385",66.9,44.1
4/8/16,Friday,Weekday,2016,"4,326",39.9,28.9
4/1/16,Friday,Weekday,2016,"5,154",48,37
3/25/16,Friday,Weekday,2016,"4,891",46.9,28.4
3/18/16,Friday,Weekday,2016,"5,945",46,33.1
3/11/16,Friday,Weekday,2016,"6,671",54,35.1
3/4/16,Friday,Weekday,2016,"4,255",39,19.9
2/26/16,Friday,Weekday,2016,"3,980",33.1,26.1
2/19/16,Friday,Weekday,2016,"5,251",62.1,43
2/12/16,Friday,Weekday,2016,"3,074",21.9,7
2/5/16,Friday,Weekday,2016,"4,245",33.1,25
1/29/16,Friday,Weekday,2016,"4,441",35.1,19.9
1/22/16,Friday,Weekday,2016,"3,422",30.2,19
1/15/16,Friday,Weekday,2016,"4,061",42.1,30.2
1/8/16,Friday,Weekday,2016,"3,306",41,36
1/1/16,Friday,Weekday,2016,830,30,19
12/29/16,Thursday,Weekday,2016,"2,858",34,30
12/22/16,Thursday,Weekday,2016,"3,614",37,26.1
12/15/16,Thursday,Weekday,2016,"2,089",9,-2
12/8/16,Thursday,Weekday,2016,"4,237",24.8,17.1
12/1/16,Thursday,Weekday,2016,"6,530",41,36
11/24/16,Thursday,Weekday,2016,"1,204",42.1,35.1
11/17/16,Thursday,Weekday,2016,"10,041",71.1,45
11/10/16,Thursday,Weekday,2016,"9,404",63,41
11/3/16,Thursday,Weekday,2016,"10,358",66.9,48
10/27/16,Thursday,Weekday,2016,"9,016",50,44.1
10/20/16,Thursday,Weekday,2016,"9,952",55.9,46
10/13/16,Thursday,Weekday,2016,"10,463",55.9,37.9
10/6/16,Thursday,Weekday,2016,"5,973",72,60.1
9/29/16,Thursday,Weekday,2016,"9,691",64,59
9/22/16,Thursday,Weekday,2016,"12,959",81,64.9
9/15/16,Thursday,Weekday,2016,"13,321",77,60.1
9/8/16,Thursday,Weekday,2016,"11,587",81,71.1
9/1/16,Thursday,Weekday,2016,"12,461",73,62.1
8/25/16,Thursday,Weekday,2016,"12,274",82.9,68
8/18/16,Thursday,Weekday,2016,"10,644",84.9,71.1
8/11/16,Thursday,Weekday,2016,"12,437",91.9,73.9
8/4/16,Thursday,Weekday,2016,"12,524",90,70
7/28/16,Thursday,Weekday,2016,"11,230",82.9,71.1
7/21/16,Thursday,Weekday,2016,"11,234",90,73
7/14/16,Thursday,Weekday,2016,"13,555",87.1,68
7/7/16,Thursday,Weekday,2016,"11,022",82.9,71.1
6/30/16,Thursday,Weekday,2016,"13,088",78.1,60.1
6/23/16,Thursday,Weekday,2016,"12,616",75,64.9
6/16/16,Thursday,Weekday,2016,"12,248",78.1,64
6/9/16,Thursday,Weekday,2016,"10,279",71.1,53.1
6/2/16,Thursday,Weekday,2016,"13,129",78.1,59
5/26/16,Thursday,Weekday,2016,"11,954",82,62.1
5/19/16,Thursday,Weekday,2016,"10,910",68,39.9
5/12/16,Thursday,Weekday,2016,"9,161",68,53.1
5/5/16,Thursday,Weekday,2016,"8,599",61,41
4/28/16,Thursday,Weekday,2016,"6,750",50,42.1
4/21/16,Thursday,Weekday,2016,"8,175",70,54
4/14/16,Thursday,Weekday,2016,"8,005",61,37
4/7/16,Thursday,Weekday,2016,"5,117",43,35.1
3/31/16,Thursday,Weekday,2016,"6,196",66,45
3/24/16,Thursday,Weekday,2016,"2,067",37.9,30
3/17/16,Thursday,Weekday,2016,"6,867",54,39.9
3/10/16,Thursday,Weekday,2016,"6,488",51.1,37
3/3/16,Thursday,Weekday,2016,"3,377",32,27
2/25/16,Thursday,Weekday,2016,"4,077",37,30.9
2/18/16,Thursday,Weekday,2016,"4,479",41,23
2/11/16,Thursday,Weekday,2016,"3,195",21,7
2/4/16,Thursday,Weekday,2016,"4,426",30.9,19.9
1/28/16,Thursday,Weekday,2016,"4,516",39,28.9
1/21/16,Thursday,Weekday,2016,"3,753",28,12
1/14/16,Thursday,Weekday,2016,"4,377",43,25
1/7/16,Thursday,Weekday,2016,"4,860",41,34
12/28/16,Wednesday,Weekday,2016,"3,167",44.1,21
12/21/16,Wednesday,Weekday,2016,"3,526",35.1,21
12/14/16,Wednesday,Weekday,2016,"2,649",19,3
12/7/16,Wednesday,Weekday,2016,"5,191",27,21.9
11/30/16,Wednesday,Weekday,2016,"6,783",42.1,34
11/23/16,Wednesday,Weekday,2016,"3,408",44.1,37
11/16/16,Wednesday,Weekday,2016,"9,312",60.1,39.9
11/9/16,Wednesday,Weekday,2016,"9,238",57,41
11/2/16,Wednesday,Weekday,2016,"7,700",64,55
10/26/16,Wednesday,Weekday,2016,"4,744",50,45
10/19/16,Wednesday,Weekday,2016,"11,398",71.1,51.1
10/12/16,Wednesday,Weekday,2016,"7,077",68,46.4
10/5/16,Wednesday,Weekday,2016,"12,782",80.1,62.1
9/28/16,Wednesday,Weekday,2016,"7,270",59,51.1
9/21/16,Wednesday,Weekday,2016,"9,791",73.4,66
9/14/16,Wednesday,Weekday,2016,"13,265",73,64
9/7/16,Wednesday,Weekday,2016,"11,717",89.1,75.9
8/31/16,Wednesday,Weekday,2016,"13,505",75.9,64
8/24/16,Wednesday,Weekday,2016,"10,738",82.9,70
8/17/16,Wednesday,Weekday,2016,"12,403",87.1,70
8/10/16,Wednesday,Weekday,2016,"13,077",88,70
8/3/16,Wednesday,Weekday,2016,"13,541",89.1,69.1
7/27/16,Wednesday,Weekday,2016,"13,727",88,69.1
7/20/16,Wednesday,Weekday,2016,"13,463",86,69.1
7/13/16,Wednesday,Weekday,2016,"10,736",84,69.1
7/6/16,Wednesday,Weekday,2016,"10,449",88,66.9
6/29/16,Wednesday,Weekday,2016,"13,997",80.1,55.9
6/22/16,Wednesday,Weekday,2016,"9,852",75.2,68
6/15/16,Wednesday,Weekday,2016,"13,149",90,68
6/8/16,Wednesday,Weekday,2016,"12,661",69.1,52
6/1/16,Wednesday,Weekday,2016,"9,200",79,64
5/25/16,Wednesday,Weekday,2016,"9,144",84.9,64
5/18/16,Wednesday,Weekday,2016,"9,957",64,43
5/11/16,Wednesday,Weekday,2016,"8,996",68,52
5/4/16,Wednesday,Weekday,2016,"7,388",57,42.1
4/27/16,Wednesday,Weekday,2016,"5,017",48.9,42.1
4/20/16,Wednesday,Weekday,2016,"8,001",71.1,51.1
4/13/16,Wednesday,Weekday,2016,"7,478",55,35.1
4/6/16,Wednesday,Weekday,2016,"3,612",48.9,41
3/30/16,Wednesday,Weekday,2016,"5,977",61,42.1
3/23/16,Wednesday,Weekday,2016,"4,595",42.1,37.4
3/16/16,Wednesday,Weekday,2016,"5,695",55.9,46
3/9/16,Wednesday,Weekday,2016,"7,432",62.1,48.9
3/2/16,Wednesday,Weekday,2016,"3,779",30.9,12
2/24/16,Wednesday,Weekday,2016,"2,875",36,32
2/17/16,Wednesday,Weekday,2016,"4,248",34,21
2/10/16,Wednesday,Weekday,2016,"3,013",17.1,9
2/3/16,Wednesday,Weekday,2016,"4,478",36,28
1/27/16,Wednesday,Weekday,2016,"4,384",34,23
1/20/16,Wednesday,Weekday,2016,"2,875",21.9,14
1/13/16,Wednesday,Weekday,2016,"2,402",24.1,0
1/6/16,Wednesday,Weekday,2016,"4,450",36,21
12/27/16,Tuesday,Weekday,2016,"2,521",28,19.9
12/20/16,Tuesday,Weekday,2016,"2,917",28,15.1
12/13/16,Tuesday,Weekday,2016,"3,025",21.2,3
12/6/16,Tuesday,Weekday,2016,"6,048",39,26.1
11/29/16,Tuesday,Weekday,2016,"8,137",57,44.1
11/22/16,Tuesday,Weekday,2016,"6,314",39.9,28
11/15/16,Tuesday,Weekday,2016,"9,035",54,37.9
11/8/16,Tuesday,Weekday,2016,"9,392",62.1,48.9
11/1/16,Tuesday,Weekday,2016,"11,814",75,60.1
10/25/16,Tuesday,Weekday,2016,"9,935",53.1,39
10/18/16,Tuesday,Weekday,2016,"12,420",75,55.9
10/11/16,Tuesday,Weekday,2016,"12,031",73,54
10/4/16,Tuesday,Weekday,2016,"12,425",75,60.1
9/27/16,Tuesday,Weekday,2016,"12,265",69.1,51.1
9/20/16,Tuesday,Weekday,2016,"13,317",82,66.9
9/13/16,Tuesday,Weekday,2016,"13,142",84,66
9/6/16,Tuesday,Weekday,2016,"12,035",91,75.9
8/30/16,Tuesday,Weekday,2016,"10,008",84,71.1
8/23/16,Tuesday,Weekday,2016,"13,565",80.1,60.1
8/16/16,Tuesday,Weekday,2016,"13,035",87.1,71.1
8/9/16,Tuesday,Weekday,2016,"13,579",88,68
8/2/16,Tuesday,Weekday,2016,"13,430",87.1,69.1
7/26/16,Tuesday,Weekday,2016,"13,848",87.1,70
7/19/16,Tuesday,Weekday,2016,"13,988",88,68
7/12/16,Tuesday,Weekday,2016,"13,352",88,73.9
7/5/16,Tuesday,Weekday,2016,"12,589",84.9,66.9
6/28/16,Tuesday,Weekday,2016,"13,370",70,61
6/21/16,Tuesday,Weekday,2016,"14,067",82.9,64
6/14/16,Tuesday,Weekday,2016,"12,739",86,64
6/7/16,Tuesday,Weekday,2016,"12,441",66,55
5/31/16,Tuesday,Weekday,2016,"8,171",82,64.9
5/24/16,Tuesday,Weekday,2016,"12,634",86,60.1
5/17/16,Tuesday,Weekday,2016,"7,940",57,45
5/10/16,Tuesday,Weekday,2016,"5,462",63,51.1
5/3/16,Tuesday,Weekday,2016,"9,775",64.9,41
4/26/16,Tuesday,Weekday,2016,"6,647",66.9,42.1
4/19/16,Tuesday,Weekday,2016,"7,747",55.9,46
4/12/16,Tuesday,Weekday,2016,"6,900",46,30.9
4/5/16,Tuesday,Weekday,2016,"5,723",44.1,24.1
3/29/16,Tuesday,Weekday,2016,"7,720",57.9,32
3/22/16,Tuesday,Weekday,2016,"7,592",63,39.9
3/15/16,Tuesday,Weekday,2016,"6,812",57.9,46
3/8/16,Tuesday,Weekday,2016,"8,428",69.1,59
3/1/16,Tuesday,Weekday,2016,"2,684",30,18
2/23/16,Tuesday,Weekday,2016,"5,195",45,27
2/16/16,Tuesday,Weekday,2016,"3,453",33.1,24.1
2/9/16,Tuesday,Weekday,2016,"2,997",19.9,14
2/2/16,Tuesday,Weekday,2016,"3,001",37,33.1
1/26/16,Tuesday,Weekday,2016,"4,156",36,25
1/19/16,Tuesday,Weekday,2016,"2,574",17.1,0
1/12/16,Tuesday,Weekday,2016,"1,908",19,3
1/5/16,Tuesday,Weekday,2016,"4,049",33.1,17.1
12/26/16,Monday,Weekday,2016,"1,437",54,28
12/19/16,Monday,Weekday,2016,"1,687",15.1,-11.9
12/12/16,Monday,Weekday,2016,"2,869",30,10
12/5/16,Monday,Weekday,2016,"4,997",34,30.9
11/28/16,Monday,Weekday,2016,"4,190",51.1,41
11/21/16,Monday,Weekday,2016,"6,394",41,23
11/14/16,Monday,Weekday,2016,"8,921",59,41
11/7/16,Monday,Weekday,2016,"10,507",64.9,42.1
10/31/16,Monday,Weekday,2016,"9,644",60.1,39
10/24/16,Monday,Weekday,2016,"10,028",57.9,42.1
10/17/16,Monday,Weekday,2016,"11,505",82,66.9
10/10/16,Monday,Weekday,2016,"10,508",69.1,45
10/3/16,Monday,Weekday,2016,"11,079",66.9,59
9/26/16,Monday,Weekday,2016,"11,929",69.1,57
9/19/16,Monday,Weekday,2016,"12,922",87.1,57
9/12/16,Monday,Weekday,2016,"12,896",78.1,55
9/5/16,Monday,Weekday,2016,"7,343",87.1,62.1
8/29/16,Monday,Weekday,2016,"11,641",86,70
8/22/16,Monday,Weekday,2016,"13,261",77,55.9
8/15/16,Monday,Weekday,2016,"9,040",78.1,66.9
8/8/16,Monday,Weekday,2016,"12,770",84,72
8/1/16,Monday,Weekday,2016,"13,240",82.9,66.9
7/25/16,Monday,Weekday,2016,"12,840",89.1,73
7/18/16,Monday,Weekday,2016,"13,241",88,71.1
7/11/16,Monday,Weekday,2016,"12,851",88,69.1
7/4/16,Monday,Weekday,2016,"7,468",78.1,66
6/27/16,Monday,Weekday,2016,"12,700",89.1,69.1
6/20/16,Monday,Weekday,2016,"12,149",91.9,72
6/13/16,Monday,Weekday,2016,"12,658",84.9,55
6/6/16,Monday,Weekday,2016,"12,767",81,59
5/30/16,Monday,Weekday,2016,"8,197",87.1,64
5/23/16,Monday,Weekday,2016,"11,622",81,48.9
5/16/16,Monday,Weekday,2016,"9,959",69.1,46
5/9/16,Monday,Weekday,2016,"6,173",57.9,50
5/2/16,Monday,Weekday,2016,"8,155",57,44.1
4/25/16,Monday,Weekday,2016,"10,032",81,57.9
4/18/16,Monday,Weekday,2016,"9,656",82,50
4/11/16,Monday,Weekday,2016,"7,297",50,37.9
4/4/16,Monday,Weekday,2016,"4,302",37,30
3/28/16,Monday,Weekday,2016,"6,368",53.1,36
3/21/16,Monday,Weekday,2016,"5,975",48,28.9
3/14/16,Monday,Weekday,2016,"6,284",54,44.1
3/7/16,Monday,Weekday,2016,"6,690",62.1,46
2/29/16,Monday,Weekday,2016,"4,675",51.1,28
2/22/16,Monday,Weekday,2016,"5,114",44.1,28
2/15/16,Monday,Weekday,2016,"2,025",27,18
2/8/16,Monday,Weekday,2016,"3,992",32,21.9
2/1/16,Monday,Weekday,2016,"5,124",45,30.9
1/25/16,Monday,Weekday,2016,"3,925",41,26.1
1/18/16,Monday,Weekday,2016,"1,191",7,-4
1/11/16,Monday,Weekday,2016,"2,132",24.1,-0.9
1/4/16,Monday,Weekday,2016,"3,560",30.9,24.1
12/26/15,Saturday,Weekend,2015,746,42.1,37.9
12/19/15,Saturday,Weekend,2015,"1,927",30,15.1
12/12/15,Saturday,Weekend,2015,"3,783",55.9,46.9
12/5/15,Saturday,Weekend,2015,"2,174",45,30
11/28/15,Saturday,Weekend,2015,"1,772",37.9,30
11/21/15,Saturday,Weekend,2015,750,33.1,19
11/14/15,Saturday,Weekend,2015,"4,311",55.9,26.1
11/7/15,Saturday,Weekend,2015,"4,805",52,36
10/31/15,Saturday,Weekend,2015,"1,858",52,44.6
10/24/15,Saturday,Weekend,2015,"4,296",66,52
10/17/15,Saturday,Weekend,2015,"5,083",53.1,34
10/10/15,Saturday,Weekend,2015,"6,808",64.9,43
10/3/15,Saturday,Weekend,2015,"4,261",53.1,48
9/26/15,Saturday,Weekend,2015,"8,313",73.9,60.1
9/19/15,Saturday,Weekend,2015,"8,040",70,55.9
9/12/15,Saturday,Weekend,2015,"5,935",64,51.1
9/5/15,Saturday,Weekend,2015,"6,667",86,70
8/29/15,Saturday,Weekend,2015,"4,719",70,63
8/22/15,Saturday,Weekend,2015,"9,256",80.1,60.1
8/15/15,Saturday,Weekend,2015,"8,316",91,68
8/8/15,Saturday,Weekend,2015,"8,889",81,69.1
8/1/15,Saturday,Weekend,2015,"8,987",86,64
7/25/15,Saturday,Weekend,2015,"8,831",91,72
7/18/15,Saturday,Weekend,2015,"7,590",87.8,73
7/11/15,Saturday,Weekend,2015,"7,470",77,62.1
7/4/15,Saturday,Weekend,2015,"6,085",81,60.1
6/27/15,Saturday,Weekend,2015,"8,647",75,57
6/20/15,Saturday,Weekend,2015,"6,596",78.8,53.1
6/13/15,Saturday,Weekend,2015,"7,173",84.9,55.9
6/6/15,Saturday,Weekend,2015,"7,482",70,52
5/30/15,Saturday,Weekend,2015,"1,713",71.1,45
5/23/15,Saturday,Weekend,2015,"6,026",80.1,48.9
5/16/15,Saturday,Weekend,2015,"5,993",79,62.1
5/9/15,Saturday,Weekend,2015,"3,407",64.9,46.9
5/2/15,Saturday,Weekend,2015,"5,698",75.9,51.1
4/25/15,Saturday,Weekend,2015,"1,684",46.9,41
4/18/15,Saturday,Weekend,2015,"4,095",64,46.9
4/11/15,Saturday,Weekend,2015,"4,110",61,37.9
4/4/15,Saturday,Weekend,2015,"2,420",57.9,28
3/28/15,Saturday,Weekend,2015,"1,499",36,19.9
3/21/15,Saturday,Weekend,2015,"2,370",46.9,33.1
3/14/15,Saturday,Weekend,2015,"3,175",59,39.9
3/7/15,Saturday,Weekend,2015,"1,780",43,25
2/28/15,Saturday,Weekend,2015,779,19.9,-8
2/21/15,Saturday,Weekend,2015,"1,040",30.9,17.6
2/14/15,Saturday,Weekend,2015,558,27,1
2/7/15,Saturday,Weekend,2015,"1,196",41,19.9
1/31/15,Saturday,Weekend,2015,"1,634",36,21
1/24/15,Saturday,Weekend,2015,"2,080",41,28.9
1/17/15,Saturday,Weekend,2015,"1,603",42.1,26.1
1/10/15,Saturday,Weekend,2015,547,24.1,-2
1/3/15,Saturday,Weekend,2015,622,34,28.9
12/27/15,Sunday,Weekend,2015,958,39.9,35.1
12/20/15,Sunday,Weekend,2015,"2,292",50,26.1
12/13/15,Sunday,Weekend,2015,"1,961",61,48
12/6/15,Sunday,Weekend,2015,"3,242",46,28
11/29/15,Sunday,Weekend,2015,"2,129",41,27
11/22/15,Sunday,Weekend,2015,"1,003",27,10.9
11/15/15,Sunday,Weekend,2015,"5,047",64,44.1
11/8/15,Sunday,Weekend,2015,"4,408",52,28.9
11/1/15,Sunday,Weekend,2015,"5,566",63,45
10/25/15,Sunday,Weekend,2015,"5,594",62.1,41
10/18/15,Sunday,Weekend,2015,"5,150",57.9,34
10/11/15,Sunday,Weekend,2015,"7,285",78.1,51.1
10/4/15,Sunday,Weekend,2015,"4,629",57,50
9/27/15,Sunday,Weekend,2015,"7,142",73.9,61
9/20/15,Sunday,Weekend,2015,"7,830",72,51.1
9/13/15,Sunday,Weekend,2015,"7,454",69.1,48.9
9/6/15,Sunday,Weekend,2015,"6,362",91.9,72
8/30/15,Sunday,Weekend,2015,"7,321",77,64
8/23/15,Sunday,Weekend,2015,"7,480",75.9,62.1
8/16/15,Sunday,Weekend,2015,"8,005",88,71.1
8/9/15,Sunday,Weekend,2015,"6,997",80.1,66.9
8/2/15,Sunday,Weekend,2015,"7,301",90,68
7/26/15,Sunday,Weekend,2015,"7,701",80.1,66
7/19/15,Sunday,Weekend,2015,"8,273",84.9,69.1
7/12/15,Sunday,Weekend,2015,"8,479",82,69.1
7/5/15,Sunday,Weekend,2015,"6,527",82,61
6/28/15,Sunday,Weekend,2015,"7,453",78.1,54
6/21/15,Sunday,Weekend,2015,"7,060",84,66.9
6/14/15,Sunday,Weekend,2015,"5,793",82,69.1
6/7/15,Sunday,Weekend,2015,"4,594",80.1,55.9
5/31/15,Sunday,Weekend,2015,"3,175",54,42.1
5/24/15,Sunday,Weekend,2015,"3,328",72,61
5/17/15,Sunday,Weekend,2015,"5,357",81,66
5/10/15,Sunday,Weekend,2015,"2,118",53.1,46
5/3/15,Sunday,Weekend,2015,"4,187",77,57
4/26/15,Sunday,Weekend,2015,"3,084",55.9,35.1
4/19/15,Sunday,Weekend,2015,"2,399",66.9,48
4/12/15,Sunday,Weekend,2015,"3,847",66.9,41
4/5/15,Sunday,Weekend,2015,"2,290",66,37.9
3/29/15,Sunday,Weekend,2015,"1,070",46.9,23
3/22/15,Sunday,Weekend,2015,"1,383",33.1,26.6
3/15/15,Sunday,Weekend,2015,"2,818",62.1,30
3/8/15,Sunday,Weekend,2015,"1,342",39,28.9
3/1/15,Sunday,Weekend,2015,668,24.8,10
2/22/15,Sunday,Weekend,2015,751,28,3
2/15/15,Sunday,Weekend,2015,228,14,-2.9
2/8/15,Sunday,Weekend,2015,826,39,25
2/1/15,Sunday,Weekend,2015,133,30.9,19
1/25/15,Sunday,Weekend,2015,616,34,24.1
1/18/15,Sunday,Weekend,2015,"1,419",39.9,28
1/11/15,Sunday,Weekend,2015,729,32,23
1/4/15,Sunday,Weekend,2015,370,33.1,1.9
12/25/15,Friday,Weekday,2015,621,43,33.1
12/18/15,Friday,Weekday,2015,"4,401",32,25
12/11/15,Friday,Weekday,2015,"6,761",50,42.1
12/4/15,Friday,Weekday,2015,"1,266",46.9,32
11/27/15,Friday,Weekday,2015,968,55.9,34
11/20/15,Friday,Weekday,2015,"5,613",39.9,30.9
11/13/15,Friday,Weekday,2015,"6,249",46,32
11/6/15,Friday,Weekday,2015,"7,681",64.9,41
10/30/15,Friday,Weekday,2015,"8,344",55,36
10/23/15,Friday,Weekday,2015,"8,296",62.1,52
10/16/15,Friday,Weekday,2015,"8,884",54,39.9
10/9/15,Friday,Weekday,2015,"9,663",64,46.9
10/2/15,Friday,Weekday,2015,"8,901",60.1,52
9/25/15,Friday,Weekday,2015,"11,323",72,60.1
9/18/15,Friday,Weekday,2015,"7,974",75,66.9
9/11/15,Friday,Weekday,2015,"7,952",66,55
9/4/15,Friday,Weekday,2015,"11,127",84,69.1
8/28/15,Friday,Weekday,2015,"11,220",72,59
8/21/15,Friday,Weekday,2015,"12,038",82,55.9
8/14/15,Friday,Weekday,2015,"11,011",89.1,70
8/7/15,Friday,Weekday,2015,"12,092",82,64
7/31/15,Friday,Weekday,2015,"12,216",86,66.9
7/24/15,Friday,Weekday,2015,"11,809",82.9,64.9
7/17/15,Friday,Weekday,2015,"10,790",91,71.1
7/10/15,Friday,Weekday,2015,"11,237",82,59
7/3/15,Friday,Weekday,2015,"7,613",75.9,55
6/26/15,Friday,Weekday,2015,"6,417",66.9,59
6/19/15,Friday,Weekday,2015,"10,013",66,54
6/12/15,Friday,Weekday,2015,"5,904",66.9,55.9
6/5/15,Friday,Weekday,2015,"8,469",70,55.9
5/29/15,Friday,Weekday,2015,"8,745",80.1,64
5/22/15,Friday,Weekday,2015,"8,132",66,46.9
5/15/15,Friday,Weekday,2015,"7,894",75.9,55.9
5/8/15,Friday,Weekday,2015,"5,695",81,64.9
5/1/15,Friday,Weekday,2015,"6,879",66,37.9
4/24/15,Friday,Weekday,2015,"5,021",55.9,30.9
4/17/15,Friday,Weekday,2015,"7,004",77,46
4/10/15,Friday,Weekday,2015,"3,692",60.1,39.9
4/3/15,Friday,Weekday,2015,"3,305",52,30.9
3/27/15,Friday,Weekday,2015,"2,040",30.9,21.9
3/20/15,Friday,Weekday,2015,"4,035",48.9,37.4
3/13/15,Friday,Weekday,2015,"4,918",64.9,37
3/6/15,Friday,Weekday,2015,"1,883",27,3
2/27/15,Friday,Weekday,2015,"1,256",14,-0.9
2/20/15,Friday,Weekday,2015,"1,348",17.1,-6
2/13/15,Friday,Weekday,2015,"1,726",26.1,5
2/6/15,Friday,Weekday,2015,"1,418",30,14
1/30/15,Friday,Weekday,2015,"2,863",28,19.9
1/23/15,Friday,Weekday,2015,"3,138",30.9,28.9
1/16/15,Friday,Weekday,2015,"2,630",33.1,23
1/9/15,Friday,Weekday,2015,831,10.9,1
1/2/15,Friday,Weekday,2015,"2,125",34,18
12/31/15,Thursday,Weekday,2015,"1,746",27,21.9
12/24/15,Thursday,Weekday,2015,"1,862",41,34
12/17/15,Thursday,Weekday,2015,"4,845",34,28
12/10/15,Thursday,Weekday,2015,"6,821",57,42.1
12/3/15,Thursday,Weekday,2015,"4,761",35.6,30.9
11/26/15,Thursday,Weekday,2015,970,60.1,48
11/19/15,Thursday,Weekday,2015,"6,118",46,35.1
11/12/15,Thursday,Weekday,2015,"5,637",55,42.1
11/5/15,Thursday,Weekday,2015,"9,630",69.1,60.1
10/29/15,Thursday,Weekday,2015,"7,174",46.9,36
10/22/15,Thursday,Weekday,2015,"9,983",62.1,52
10/15/15,Thursday,Weekday,2015,"9,986",68,46
10/8/15,Thursday,Weekday,2015,"10,749",77,52
10/1/15,Thursday,Weekday,2015,"10,081",59,52
9/24/15,Thursday,Weekday,2015,"11,745",75,57.9
9/17/15,Thursday,Weekday,2015,"10,171",84.9,61
9/10/15,Thursday,Weekday,2015,"10,799",73,55.9
9/3/15,Thursday,Weekday,2015,"11,290",90,71.1
8/27/15,Thursday,Weekday,2015,"11,805",73.9,52
8/20/15,Thursday,Weekday,2015,"12,025",73,59
8/13/15,Thursday,Weekday,2015,"12,293",84,66
8/6/15,Thursday,Weekday,2015,"12,649",82,66
7/30/15,Thursday,Weekday,2015,"12,752",88,64.9
7/23/15,Thursday,Weekday,2015,"12,305",84,64
7/16/15,Thursday,Weekday,2015,"8,187",73.9,57.9
7/9/15,Thursday,Weekday,2015,"10,563",75.9,57.9
7/2/15,Thursday,Weekday,2015,"10,251",68,53.1
6/25/15,Thursday,Weekday,2015,"9,481",79,62.1
6/18/15,Thursday,Weekday,2015,"9,891",79,59
6/11/15,Thursday,Weekday,2015,"9,839",71.1,59
6/4/15,Thursday,Weekday,2015,"10,272",80.1,57.9
5/28/15,Thursday,Weekday,2015,"9,925",82,55
5/21/15,Thursday,Weekday,2015,"8,699",68,45
5/14/15,Thursday,Weekday,2015,"6,839",64.9,43
5/7/15,Thursday,Weekday,2015,"8,570",82.9,53.1
4/30/15,Thursday,Weekday,2015,"5,981",48.9,37.9
4/23/15,Thursday,Weekday,2015,"5,458",54,33.1
4/16/15,Thursday,Weekday,2015,"5,254",64,44.6
4/9/15,Thursday,Weekday,2015,"2,414",70,41
4/2/15,Thursday,Weekday,2015,"3,539",64.9,50
3/26/15,Thursday,Weekday,2015,"3,192",41,32
3/19/15,Thursday,Weekday,2015,"3,879",46,37.9
3/12/15,Thursday,Weekday,2015,"4,487",55.9,30
3/5/15,Thursday,Weekday,2015,"1,768",15.1,3.9
2/26/15,Thursday,Weekday,2015,912,18,1
2/19/15,Thursday,Weekday,2015,893,3.9,-8
2/12/15,Thursday,Weekday,2015,"1,637",17.1,8.1
2/5/15,Thursday,Weekday,2015,952,14,-2
1/29/15,Thursday,Weekday,2015,"2,985",35.1,30
1/22/15,Thursday,Weekday,2015,"3,317",30.9,28
1/15/15,Thursday,Weekday,2015,"2,231",34,17.1
